text,label
"
Why not?  Brooks Robinson is a defensive liability too, and Ted
Williams is a weak hitter.  Even great players decline as they age.",rec.sport.baseball
"
Yes.  But this is *irrelevant*.  You're talking about averages, when we
have lots of information about THIS PLAYER IN PARTICULAR to base our
decisions on.

I might as well say ""We know that very, very few people are more than 7 feet
tall, so chances are that Manute Bol is really only 6 foot 4.""


Why isn't Lopez likely to hit that well?  He hit that well last year (after
adjusting his stats for park and league and such); he hit better (on an
absolute scale) than Olson or Berryhill did.  By a lot.

As for rushing...  If there really is a qualitative difference between the
minors and the majors that requires a period of adjustment (and I don't
believe there is), then wouldn't you rather waste Lopez's 22-year old good
season than his 23-year old very good season or his 24-year-old excellent
season?  The sooner you get him acclimated, the more of his prime you get to
use.


The point was not that 17 AB is a significant sample, but rather that he
hadn't done anything in spring training to cause even a blockhead manager
to question whether his minor league numbers were for real, or to send him
down ""until he gets warmed up"".


Most players are *never* ready for the bigs.  What does this have to do
with Javy Lopez?


See above.  


But I could apply the same reasoning to Frank Thomas or Barry Bonds.  Most
players aren't that good, so they probably won't be that good this year
either.


And demonstrated inabilities to hit their way out of a soap bubble.


Not superstars, not stars, not even good players.  Maybe average, if we're
being charitable.


Ummm.  Justice is a very fine hitter.  Pendleton might have another big year
in his bat, but he might also spend the season in Hamstring Hell.  Gant is a
big question mark.  The Bream/Hunter platoon is decent (not excellent) and
has rotten OBP or SLG (depending on who's in).  Blauser is a very valuable
bat... for a shortstop.



Wanna bet?  The difference between Lopez's bat and Olson/Berryhill could be
20 or 30 runs over the course of the season.  Given a choice between a player
with experience and a player who can play, I'll take the latter every time.


Just like Keith Mitchell did?


That was me, and you so far your only counter-proposal is that they
really don't understand how good Lopez is, or overvalue experience,
or some combination of the two.  I think my interpretation was more
flattering to the organization.


[Well-argued but inflammatory reply deleted.]

",rec.sport.baseball
"Forwarded from:
PUBLIC INFORMATION OFFICE
JET PROPULSION LABORATORY
CALIFORNIA INSTITUTE OF TECHNOLOGY
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION
PASADENA, CALIF. 91109. (818) 354-5011

Contact:  Mary A. Hardin

FOR IMMEDIATE RELEASE                              April 15, 1993
#1506

     Scientists at NASA's Jet Propulsion Laboratory report the
successful flight of a balloon carrying instruments designed to
measure and study chemicals in the Earth's ozone layer.

     The April 3 flight from California's Barstow/Daggett Airport
reached an altitude of 37 kilometers (121,000 feet) and took
measurements as part of a program established to correlate data
with the Upper Atmosphere Research Satellite (UARS).  

     The data from the balloon flight will also be compared to
readings from the Atmospheric Trace Molecular Spectroscopy
(ATMOS) experiment which is currently flying onboard the shuttle
Discovery.

     ""We launch these balloons several times a year as part of an
ongoing ozone research program.  In fact, JPL is actively
involved in the study of ozone and the atmosphere in three
important ways,"" said Dr. Jim Margitan, principal investigator on
the balloon research campaign.  

     ""There are two JPL instruments on the UARS satellite,"" he
continued.  ""The ATMOS experiment is conducted by JPL scientists,
and the JPL balloon research provides collaborative ground truth
for those activities, as well as data that is useful in its own
right.""

     The measurements taken by the balloon payload will add more
pieces to the complex puzzle of the atmosphere, specifically the
mid-latitude stratosphere during winter and spring. 
Understanding the chemistry occurring in this region helps
scientists construct more accurate computer models which are
instrumental in predicting future ozone conditions.

     The scientific balloon payload consisted of three JPL
instruments:  an ultraviolet ozone photometer which measures
ozone as the balloon ascends and descends through the atmosphere;
a submillimeterwave limb sounder which looks at microwave
radiation emitted by molecules in the atmosphere; and a Fourier
transform infrared interferometer which monitors how the
atmosphere absorbs sunlight. 

     Launch occurred at about noontime, and following a three-
hour ascent, the balloon floated eastward at approximately 130
kilometers per hour (70 knots).  Data was radioed to ground
stations and recorded onboard.  The flight ended at 10 p.m.
Pacific time in eastern New Mexico when the payload was commanded
to separate from the balloon.

     ""We needed to fly through sunset to make the infrared
measurements,"" Margitan explained, ""and we also needed to fly in
darkness to watch how quickly some of the molecules disappear.""

     It will be several weeks before scientists will have the
completed results of their experiments.  They will then forward
their data to the UARS central data facility at the Goddard Space
Flight Center in Greenbelt, Maryland for use by the UARS
scientists.    

     The balloon was launched by the National Scientific Balloon
Facility, normally based in Palestine, Tex., operating under a
contract from NASA's Wallops Flight Facility.  The balloon was
launched in California because of the west-to-east wind direction
and the desire to keep the operation in the southwest.

     The balloons are made of 20-micron (0.8 mil, or less than
one-thousandth of an inch) thick plastic, and are 790,000 cubic
meters (28 million cubic feet) in volume when fully inflated with
helium (120 meters (400 feet) in diameter).  The balloons weigh
between 1,300 and 1,800 kilograms (3,000 and 4,000 pounds).  The
scientific payload weighs about 1,300 kilograms (3,000) pounds
and is 1.8 meters (six feet) square by 4.6 meters (15 feet) high.

     The JPL balloon research is sponsored by NASA's Upper
Atmosphere Research Program and the UARS Correlative Measurements
Program.                        ",sci.space
"%I say buy out Henderson's contract and let him go bag groceries.  Next 
%season, you'll be able to sign him for nothing.  That goes for any bitching
%ball player.",rec.sport.baseball
"I have before me a pertinent report from the United States General
Accounting Office:

National Aero-Space Plane: Restructuring Future Research and Development
Efforts
December 1992
Report number GAO/NSIAD-93-71

In the back it lists the following related reports:

NASP: Key Issues Facing the Program (31 Mar 92) GAO/T-NSIAD-92-26

Aerospace Plane Technology: R&D Efforts in Japan and Australia
(4 Oct 91) GAO/NSIAD-92-5

Aerospace Plane Technology: R&D Efforts in Europe (25 July 91)
GAO/NSIAD-91-194

Aerospace Technology: Technical Data and Information on Foreign
Test Facilities (22 Jun 90) GAO/NSIAD-90-71FS

Investment in Foreign Aerospace Vehicle Research and Technological
Development Efforts (2 Aug 89) GAO/T-NSIAD-89-43

NASP: A Technology Development and Demonstration Program to Build
the X-30 (27 Apr 88) GAO/NSIAD-88-122


On the inside back cover, under ""Ordering Information"" it says

""The first copy of each GAO report is free.  . . .  Orders
may also be placed by calling (202)275-6241
""

Dani
",sci.space
"To make room for Harkey, the Cubs sent Shawn Boskie down to AAA.
",rec.sport.baseball
"Has anyone noticed or commented on the fact that so many of those who
were willing, nay demanding, that we wait forever for Mr Hussein and
Iraq, that we use tremendously costly ""sanctions"", to avoid a loss
of life, are now at the fore front of those clammoring that we should
have smashed those ""religious radicals"" and we were wasting money allowing
this stand off to go on  ?  How the worm turns when the sect changes.
",talk.politics.guns
"Mark Prado
  
  
Old pioneer song from the 1850's or so goes as follows:
  
  ""In a cavern, in a canyon,
   Excavating for a mine,
   Dwelt a miner, forty-niner,
   And his daughter, CLEMENTINE""
  
Chorus:
  ""Oh my darling, Oh my darling,
   Oh my darling Clementine.
   You are lost and gone forever,
   Oh my darling Clementine.""
  
 I've also had it explained (but not confirmed from a reliable data
source) that CLEMENTINE is an acronym.  Something like Combined
Lunar Elemental Mapper Experiment on Extended Non Terrestrial
Intercept Near Earth.  Personally, I think that acronym was made up
to fit the name (if it really is an acronym).
 ------------------------------------------------------------------
 Wales Larrison                           Space Technology Investor",sci.space
"It is usually possible to reach people at IKI (Institute for Space
Research) in Moscow by writing to

	IKIMAIL@esoc1.bitnet

This is a machine at ESA in Darmstadt, Germany; IKI has a dedicated
phone line to this machine and someone there logs in regularly to
retrieve mail.

In addition, there are several user accounts belonging to Russian
scientific institutions on

	<user>@sovam.com

which is a commercial enterprise based in San Francisco that provides
email services to the former USSR.  For example, fian@sovam.com is the
""PHysics Institute of the Academy of Sciences"" (initials transliterated
from Russian, of course).  These connections cost the Russians real
dollars, even for *received* messages, so please don't send anything
voluminous or frivilous.

=====================================================================
Larry R. D'Addario
National Radio Astronomy Observatory",sci.space
"Posted to the Internet by wmiler@nyx.cs.du.edu
 
000062David42      041493003715
 
             The Lunar Tele-operation Model One (LTM1)
             =========================================
                        By David H. Mitchell
                          March 23, 1993
 
INTRODUCTION:
 
In order to increase public interest in space-based and lunar operations, a
real miniature lunar-like environment is being constructed on which to test
tele-operated models. These models are remotely-controlled by individuals
located world-wide using their personal computers, for EduTainment
purposes.
Not only does this provide a test-bed for simple tele-operation and
tele-presence activities but it also provides for the sharing of
information
on methods of operating in space, including, but not limited to, layout of
a
lunar colony, tele-operating machines for work and play, disseminating
educational information, providing contests and awards for creativity and
achievement and provides a new way for students worldwide to participate in
Twenty-First century remote learning methods.
 
Because of the nature of the LTM1 project, people of all ages, interests
and
skills can contribute scenery and murals, models and structures,
interfacing
and electronics, software and graphics. In operation LTM1 is an evolving
playground and laboratory that can be used by children, students and
professionals worldwide. Using a personal computer at home or a terminal at
a participating institution a user is able to tele-operate real models at
the
LTM1 base for experimental or recreational purposes. Because a real
facility
exists, ample opportunity is provided for media coverage of the
construction
of the lunar model, its operation and new features to be added as suggested
by the users themselves.
 
This has broad inherent interest for a wide range of groups:
 - tele-operations and virtual reality research
 - radio control, model railroad and ham radio operation
 - astronomy and space planetariums and science centers
 - art and theater
 - bbs and online network users
 - software and game developers
 - manufacturers and retailers of model rockets, cars and trains
 - children
 - the child in all of us
 
LTM1 OVERALL DESIGN:
 
A room 14 feet by 8 feet contains the base lunar layout. The walls are used
for murals of distant moon mountains, star fields and a view of the earth.
The ""floor"" is the simulated lunar surface. A global call for contributions
is hereby made for material for the lunar surface, and for the design and
creation of scale models of lunar colony elements, scenery, and
machine-lets.
 
 The LTM1 initial design has 3 tele-operated machinelets:
 1. An SSTO scale model which will be able to lift off, hover and land;
 2. A bulldozerlet which will be able to move about in a quarry area; and
 3. A moon-train which will traverse most of the simulated lunar surface.
 
 Each machinelet has a small TV camera utilizing a CCD TV chip mounted on
 it. A personal computer digitizes the image (including reducing picture
 content and doing data-compression to allow for minimal images to be sent
 to the operator for control purposes) and also return control signals.
 
The first machinelet to be set up will be the moon-train since model trains
with TV cameras built in are almost off-the-shelf items and control
electronics for starting and stopping a train are minimal. The user will
receive an image once every 1 to 4 seconds depending on the speed of their
data link to LTM1.
 
Next, an SSTO scale model with a CCD TV chip will be suspended from a
servo-motor operated wire frame mounted on the ceiling allowing for the
SSTO
to be controlled by the operator to take off, hover over the entire lunar
landscape and land.
 
Finally, some tank models will be modified to be CCD TV chip equipped
bulldozerlets. The entire initial LTM1 will allow remote operators
worldwide
to receive minimal images while actually operating models for landing and
takeoff, traveling and doing work. The entire system is based on
commercially
available items and parts that can be easily obtained except for the
interface electronics which is well within the capability of many advanced
ham radio operator and computer hardware/software developers.
 
By taking a graphically oriented communications program (Dmodem) and adding
a tele-operations screen and controls, the necessary user interface can be
provided in under 80 man hours.
 
PLAN OF ACTION:
 
The Diaspar Virtual Reality Network has agreed to sponsor this project by
providing a host computer network and Internet access to that network.
Diaspar is providing the 14 foot by 8 foot facility for actual construction
of the lunar model. Diaspar has, in stock, the electronic tanks that can be
modified and one CCD TV chip. Diaspar also agrees to provide ""rail stock""
for the lunar train model. Diaspar will make available the Dmodem graphical
communications package and modify it for control of the machines-lets.
An initial ""ground breaking"" with miniature shovels will be performed for
a live photo-session and news conference on April 30, 1993. The initial
models will be put in place. A time-lapse record will be started for
historical purposes. It is not expected that this event will be completely
serious or solemn. The lunar colony will be declared open for additional
building, operations and experiments. A photographer will be present and
the photographs taken will be converted to .gif images for distribution
world-wide to major online networks and bbs's. A press release will be
issued
calling for contributions of ideas, time, talent, materials and scale
models
for the simulated lunar colony.
 
A contest for new designs and techniques for working on the moon will then
be
announced. Universities will be invited to participate, the goal being to
find instructors who wish to have class participation in various aspects of
the lunar colony model. Field trips to LTM1 can be arranged and at that
time
the results of the class work will be added to the model. Contributors will
then be able to tele-operate any contributed machine-lets once they return
to
their campus.
 
A monthly LTM1 newsletter will be issued both electronically online and via
conventional means to the media. Any major new tele-operated equipment
addition will be marked with an invitation to the television news media.
Having a large, real model space colony will be a very attractive photo
opportunity for the television community. Especially since the ""action""
will
be controlled by people all over the world. Science fiction writers will be
invited to issue ""challenges"" to engineering and human factors students at
universities to build and operate the tele-operated equipment to perform
lunar tasks. Using counter-weight and pulley systems, 1/6 gravity may be
simulated to some extent to try various traction challenges.
 
The long term goal is creating world-wide interest, education,
experimentation
and remote operation of a lunar colony. LTM1 has the potential of being a
long
term global EduTainment method for space activities and may be the generic
example of how to teach and explore in many other subject areas not limited
to space EduTainment. All of this facilitates the kind of spirit which can
lead to a generation of people who are ready for the leap to the stars!
 
CONCLUSION:
 
EduTainment is the blending of education and entertainment. Anyone who has
ever enjoyed seeing miniatures will probably see the potential impact of a
globally available layout for recreation, education and experimentation
purposes. By creating a tele-operated model lunar colony we not only create
world-wide publicity, but also a method of trying new ideas that require
real
(not virtual) skills and open a new method for putting people's minds in
space.
 
 
MOONLIGHTERS:
 
""Illuminating the path of knowledge about space and lunar development.""
The following people are already engaged in various parts of this work:
David42, Rob47, Dash, Hyson, Jzer0, Vril, Wyatt, The Dark One, Tiggertoo,
The Mad Hatter, Sir Robin, Jogden.
 
Come join the discussion any Friday night from 10:30 to midnight PST in
 
Diaspar Virtual Reality Network. Ideas welcome!
 
Internet telnet to: 192.215.11.1 or diaspar.com
 
(voice)  714-376-1776
(2400bd) 714-376-1200
(9600bd) 714-376-1234",sci.space
"

	The defenition of the Underdog is a team that has no talent and comes
out of nowhere to contend.  The '69 Mets and '89 Orioles are prime examples,
not the Cubs.  I root for the Cubs, because I feel sorry for them, but 
basically they are dogs.  The Pirates today are a great example of an underdog.
If the Rockies and Marlins compete, they will be underdogs.  The North Stars
trip to the Stanley Cup finals was a good example of an underdog's journey. 
The Cubs have a good team this year, and play in a weak division, they are much
less than America's Team.

",rec.sport.baseball
"



In fact, you can all direct your ire at the proper target by ingoring NASA 
altogether.  The rocket is a commercial launch vechicle - a Conestoga flying 
a COMET payload.  NASA is simply the primary customer.  I believe SDIO has a
small payload as well.  The advertising space was sold by the owners of the
rocket, who can do whatever they darn well please with it.  In addition, these
anonymous ""observers"" had no reason to be startled.  The deal made Space News
at least twice. 




I think its only fair to find that out before everyone starts having a hissy
fit.  The fact that they bothered to use the conditional tense suggests that
it has not yet been approved.

",sci.space
"
Could be. There is a Jayson Stark that writes weekly for some press syndicate 
and also for Baseball America.


Stark has done this sort of thing, but he has never been serious about it.
He usually states that this sort of projection is useless at the top of 
such columns. I think he did it one season and some manager was ""projected"" 
to be thrown out of 60 games and some hitter could expect to be plunked 
150 times.

Stark does some really funny stuff. His weekly baseball reviews are good 
collections of strange things that happened during the previous week. He 
also regularly prints Kinerisms.",rec.sport.baseball
"
They'd probably quote Montesque (sp?) who was once asked if Russia
was likely to become a democracy any time soon: ""No, because
Russia is a nation of slaves and the people get what they deserve.""
Since he said that, Russia has changed a great deal. But so, 
unfortunately have other nations.",talk.politics.guns
"

	That really depends upon where you draw the line while defining
these weapons, and also on if you intend the law to be reflective of
modern practice five months or five centuries down the road.  I'll give
you a little hint:  see that manure pile in the farmer's field down the
road?  In the USA, that is a weapon of mass destruction, biological in
nature, because if it gets washed into an open well it will contaminate
the aquifers that supply thousands of cities with drinking water.  So,
where do *you* draw the line?  In the USA, the EPA has ruled that
a pile of scrap iron is illegal.  Care to draw a thinner line this time?",talk.politics.guns
"
Their Hiten engineering-test mission spent a while in a highly eccentric
Earth orbit doing lunar flybys, and then was inserted into lunar orbit
using some very tricky gravity-assist-like maneuvering.  This meant that
it would crash on the Moon eventually, since there is no such thing as
a stable lunar orbit (as far as anyone knows), and I believe I recall
hearing recently that it was about to happen.",sci.space
"
Of course, if you're a criminal, or hang around with criminals, or
flash large wads of cash in the wilder parts of town, or utter verbal
bigotry in the right public places, your chances of being shot are much
higher.

Avoiding these behaviors, on the other hand, decreases your chances of
being shot.

Something like 60% of all murders are criminals killing criminals. 
Over 90% of murders are committed by people with a prior *known*
history of violence.

Simplistic moral, suitable for my three year old, and most inane
posters:  ""Bad people do bad things - repeatedly.""
",talk.politics.guns
"
	No, no no. The Ack man is apparently an alien life-form, much
like the pod people from planet Mars, who can take on any form (the
ability remains the same, however). The Ack-people have been spotted on
many teams to date, but it appears that the Orioles staff (mentioned
above) and the Expos bullpen (Barnes, Walton, Fassero, Gardiner and
Rojas) have been the prime target. Apparently John Wetteland was roughed
up by the Ack-people during spring training due to the fact that his
system rejected the takeover, and has been on the DL ever since. Contact
the authorities! This evil plot must be stopped! (the Ack-people can
keep Jack Morris and Juan Guzman, though. I enjoy watching Toronto fans
suffer too much to want these guys returned to normal ;-)

Scot.


-- 
-----------------------------------------------------------------------------
Scot Hughes        | Department of Chemical Engineering | Expos in '93!
falcon@cs.mcgill.ca| McGill University, Montreal, Quebec| {witty saying here}",rec.sport.baseball
"
Yes, Ivan Rodriguez, last year.  Batted .260 and threw out 51% of the
baserunners.  Not too shabby for a rookie from AA.  20 years old last
year.
",rec.sport.baseball
"I think if there is to be a prize and such.. There should be ""classes""
such as the following:

Large Corp.
Small Corp/Company (based on reported earnings?)
Large Government (GNP and such)
Small Governemtn (or political clout or GNP?)
Large Organization (Planetary Society? and such?)
Small Organization (Alot of small orgs..)

The organization things would probably have to be non-profit or liek ??

Of course this means the prize might go up. Larger get more or ??
Basically make the prize (total purse) $6 billion, divided amngst the class
winners..
More fair?

There would have to be a seperate organization set up to monitor the events,
umpire and such and watch for safety violations (or maybe not, if peopel want
to risk thier own lives let them do it?).",sci.space
"

The Japanese are still on the learning curve as far as nuclear power goes.
This means that unlike the Germans (who do great things all by themselves)
the Japanese tie up with foreign companies. The major one is Mitsubishi
(who else) who have a sharing agreement with GE I think. No chance of a
new design.


Sodium has *lots* of chemical problems. Like it eats stainless steel. Very
slowly but it gets there in the end. Not what I call a desired property.
As for design difficulties, what does sodium do there? It is a bitch and
it is only its chemical properties (flwed though they are) that means it
gets used. Two loops? That's not a design problem? Isolation from air and
water? That doesn't cause design problems? In comparison BWR's a dream rides!


Don't get none of that in a Liquid Sodium Breeder! More steel, more complexity.

Joseph Askew
",sci.space
,rec.sport.baseball
"[...lostsa' crap deleted. trim your articles!...]


last i heard, ""non-lethal"" was a bit of a misnomer for these things.

jason
",talk.politics.guns
"I was reading Popular Science this morning and was surprised by an ad in
the back.  I know that a lot of the ads in the back of PS are fringe
science or questionablely legal, but this one really grabbed my attention.
It was from a company name ""Personal Missle, Inc."" or something like that.

Anyhow, the ad stated that they'd sell rockets that were up to 20' in length
and engines of sizes ""F"" to ""M"".  They also said that some rockets will
reach 50,000 feet.

Now, aside from the obvious dangers to any amateur rocketeer using one
of these beasts, isn't this illegal?  I can't imagine the FAA allowing
people to shoot rockets up through the flight levels of passenger planes.
Not to even mention the problem of locating a rocket when it comes down.

And no, I'm not going to even think of buying one.  I'm not that crazy.


-Paul ""mine'll do 50,000 feet and carries 50 pounds of dynamite"" Dokas",sci.space
"
There was a Science fiction movie sometime ago (I do not remember its 
name) about a planet in the same orbit of Earth but hidden behind the 
Sun so it could never be visible from Earth. Turns out that that planet 
was the exact mirror image of Earth and all its inhabitants looked like 
the Earthings with the difference that their organs was in the opposite 
side like the heart was in the right side instead in the left and they 
would shake hands with the left hand and so on...

 C.O.EGALON@LARC.NASA.GOV

C.O.Egalon@larc.nasa.gov",sci.space
"
Pat> In article <SHAFER.93Apr6094402@rigel.dfrf.nasa.gov>


Pat> Gee, I thought the X-15 was Cable controlled.  Didn't one of them
Pat> have a total electrical failure in flight?  Was there machanical
Pat> backup systems?

All reaction-controlled aircraft are fly-by-wire, at least the RCS part
is.  On the X-15 the aerodynamic control surfaces (elevator, rudder, etc)
were conventionally controlled (pushrods and cables) but the RCS jets
were fly-by-wire.


Pat> What do you mean?  Overstress the wings, and they fail at teh
Pat> joints?

Navy aircraft have folding or sweeping wings, in order to save space
on the hangar deck.  The F-14 wings sweep, all the rest fold the
wingtips up at a joint.

Air Force planes don't have folding wings, since the Air Force has
lots of room.
",sci.space
"I was wondering if anyone had any kind of Fenway Park gif.
I would appreciate it if someone could send me one.
Thanks in advance.",rec.sport.baseball
" 
 
No....Hal McRae is the worst manager in baseball.  I've never seen a guy who
can waste talent like he can.  One of the best raw-talent staffs in the league,
and he's still finding a way to lose.  I'll be surprised if he makes it through
the next 2 weeks, unless drastic improvement is made.",rec.sport.baseball
"

Actually, they're pretty worthless, if you want to evaluate players
with stats.  RBIs and Runs Scored should be banned; all they do is
confuse victims of mediot brainwashing like yourself.  

  You


Uh, so?

You've just explained why we use OBP and SLG to evaluate players.
Precisely because the team that scores more runs wins the game.
Traditional baseball stats have gotten way too far away from methods
which enable fans to see who contributes to those runs scored - that's
where OBP, SLG, Runs Created, Linear Weights, etc. come in.  These
simplify matters so that we can more easily measure a player's
offensive contribution to the team's runs scored.

Thank you for making our case.  Have a nice day.",rec.sport.baseball
"

Why must it be a US Government Space Launch Pad? Directly I mean..
I know of a few that could launch a small package into space.
Not including Ariadne, and the Russian Sites.. I know ""Poker Flats"" here in
Alaska, thou used to be only sounding rockets for Auroral Borealous(sp and
other northern atmospheric items, is at last I heard being upgraded to be able
to put sattelites into orbit. 

Why must people in the US be fixed on using NASAs direct resources (Poker Flats
is runin part by NASA, but also by the Univesity of Alaska, and the Geophysical
Institute). Sounds like typical US cultural centralism and protectionism..
And people wonder why we have the multi-trillion dollar deficite(sp).
Yes, I am working on a spell checker..",sci.space
"From the ""JPL Universe""
April 23, 1993

VLBI project meets with international space agencies",sci.space
"
are you serious? pitchers are pinch-hit for in the nl.  they are not in the
nl.  if a pitcher is cranking in the al, he will stay in the game.  if he
is cranking in the nl, he may not - ESPECIALLY if it's a pitchers' duel,
and his team needs an extra run.",rec.sport.baseball
"
Yah.  So?


He certainly didn't earn his last one.  *HOW* many games did he blow
in the World Series?  All of the ones he started?


Oh, yes.  Definitely.  Therefore Morris is better than Clemens.

Don't give me that shit.  If Boston had Alomar, Olerud, Henke, and
Ward while Toronto had Rivera, Jack Clark, Jeff Reardon, things would
have looked a little different last fall.  Give credit where credit is
due.  This lavishing of praise on Morris makes me sick.


I'm willing to bet they don't finish sixth.  I'm also willing to bet
they don't finish first.  And if you give me 3-2 odds, I'm willing to
bet that they finish ahead of the Blue Jays.",rec.sport.baseball
"day  

Brent shows his ignorance once again.  Power had been cut for weeks.  And he's  
never lived in a rural area if he thinks electric stoves have favor there.   
They stop working when the power fails, and power restoration come MUCH slower  
in the country, than the city.  LP gas stoves and ovens are very much prefered.  

Jim

--
jmd@handheld.com",talk.politics.guns
